what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1456122902250
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1456122902250
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1456122902250
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1456122902250
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1456122902251
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1456122902251
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1456122902251
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1456122902252
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1456122902252
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1456122902252
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1456122902252
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1456122902253
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1456122902253
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1456122902254
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1456122902254
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1456122902254
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1456122902255
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1456122902255
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1456122902255
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1456122902256
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1456122902256
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1456122902256
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1456122902256
os,sysinfo,,,"win32",1456122902258
arch,sysinfo,,,"x86_64",1456122902258
ws,sysinfo,,,"win32",1456122902258
locale,sysinfo,,,"en_US",1456122902258
processors,sysinfo,,,"8",1456122902258
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1456122902258
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1456122902258
java.specification.name,sysinfo,,,"Java Platform API Specification",1456122902258
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1456122902258
java.specification.version,sysinfo,,,"1.6",1456122902258
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1456122902258
java.version,sysinfo,,,"1.6.0_23",1456122902258
java.vm.info,sysinfo,,,"mixed mode",1456122902258
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1456122902258
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1456122902258
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1456122902258
java.vm.specification.version,sysinfo,,,"1.0",1456122902258
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1456122902258
java.vm.version,sysinfo,,,"19.0-b09",1456122902258
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1456122902976
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1456122904612
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1456122904628
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1456122905285
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1456122905884
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1456122907555
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1456122907772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456122910999
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1456122917967
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1456122917969
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1456122917969
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1456122917970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456122919400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456122919959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456122923724
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1456122932469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1456122939247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1456122939419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456122939776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456123259722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456123265598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456123271168
